File.Name,Region.of.Interest,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Computation.Time.s,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
id700.png,Full,3162,5153,2940.630194,1.752345,969.051377,0.431846,0.423333,1.964285,4197.04584,598.820991,4111.273809,3.533,2940.630194,0,0,1308.304401,0,0,4111.273809,0,0,598.820991,0,0
id702.png,Full,1319,2371,2301.345426,1.030267,861.64075,0.486234,0.441973,2.424484,3544.096833,555.021462,3550.599214,3.296,2297.613559,3.731867,0,1122.044282,7.881929,0,3525.837404,24.76181,0,541.90524,13.116222,0
id703.png,Full,1629,3078,2977.227084,1.033848,996.329101,0.43485,0.399372,1.969751,4595.068531,569.973635,4099.465265,2.33,2977.227084,0,0,1304.641073,0,0,4099.465265,0,0,569.973635,0,0
id705.png,Full,1217,1427,1862.972973,0.76598,667.574382,0.445773,0.416935,1.57546,3027.75392,351.684268,2623.586151,1.219,1862.972973,0,0,835.108584,0,0,2623.586151,0,0,351.684268,0,0
id706.png,Full,1804,3271,2624.269266,1.246442,938.929574,0.489017,0.45001,2.802006,3737.532666,663.164479,4078.717581,2.9,2613.604595,10.664671,0,1273.336809,24.683495,0,4001.172094,77.545487,0,617.923027,45.241451,0
id715.png,Full,1064,2260,2058.564547,1.097852,756.925009,0.487041,0.45001,2.011167,3077.016654,482.782358,3167.196506,1.239,2058.49228,0.072268,0,1007.841432,0.145257,0,3166.740167,0.456339,0,482.553048,0.229309,0
id716.png,Full,2224,3236,3508.494437,0.922333,1289.828514,0.522804,0.473301,2.374443,4792.112845,974.710592,5787.33089,1.545,3505.269324,3.225113,0,1835.016175,6.998823,0,5765.198116,22.132774,0,962.593025,12.117567,0
id717.png,Full,2344,3058,3244.02991,0.942655,1150.503075,0.481219,0.431717,3.515961,4714.79385,786.282188,4945.133793,2.019,3230.405903,13.624007,0,1540.628207,33.367878,0,4840.305514,104.828279,0,720.219889,66.062298,0
id718.png,Full,1986,3914,3423.030593,1.143431,1287.101816,0.52265,0.478947,2.347878,4760.420424,951.154444,5673.333146,3.917,3419.556616,3.473977,0,1798.249827,7.279883,0,5650.462719,22.870427,0,939.150149,12.004294,0
id719.png,Full,464,586,677.548118,0.864883,268.020073,0.520146,0.482674,1.63354,1020.1699,175.998956,1114.385227,0.652,677.548118,0,0,354.697624,0,0,1114.385227,0,0,175.998956,0,0
id722.png,Full,1708,3414,3455.287649,0.988051,1164.219446,0.441536,0.390294,1.995064,5301.61425,674.131635,4810.799887,3.865,3455.287649,0,0,1530.900078,0,0,4810.799887,0,0,674.131635,0,0
id725.png,Full,1022,1870,1656.123907,1.129143,544.672746,0.419137,0.383345,1.780015,2598.939148,282.447905,2196.738492,1.334,1656.123907,0,0,699.070891,0,0,2196.738492,0,0,282.447905,0,0
id726.png,Full,1842,2072,2070.208654,1.000865,760.90708,0.476832,0.465667,1.570903,3114.898215,459.542829,3142.860892,2.009,2070.208654,0,0,1000.32595,0,0,3142.860892,0,0,459.542829,0,0
id727.png,Full,1545,1827,1959.173788,0.932536,670.35529,0.436415,0.416935,1.648828,3043.022847,357.245463,2707.905196,1.319,1959.173788,0,0,861.910951,0,0,2707.905196,0,0,357.245463,0,0
id728.png,Full,1644,1962,1953.015446,1.0046,713.381638,0.480191,0.435848,2.123429,2920.025931,462.775697,2982.156365,1.308,1952.560674,0.454772,0,948.224431,0.938751,0,2979.207191,2.949174,0,461.25327,1.522426,0
id729.png,Full,2145,2545,3042.545154,0.836471,1099.003178,0.459372,0.425445,1.890362,4776.823613,608.584238,4418.497695,1.934,3042.545154,0,0,1406.367206,0,0,4418.497695,0,0,608.584238,0,0
id730.png,Full,1829,2343,2592.706695,0.903689,881.639814,0.442411,0.416935,1.57546,3952.99932,489.121527,3624.879196,1.312,2592.706695,0,0,1153.806513,0,0,3624.879196,0,0,489.121527,0,0
